moved_at,original_path,bucket,category,reason,new_path
2026-08-01T18:34:03.618850+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 215929.png,dense_tabular_rows,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-08 215929.png
2026-08-01T18:34:03.619336+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-08 220331.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple entries arranged in a repeating column structure, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-08 220331.png
2026-08-01T18:34:03.620499+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 005502.png,dense_tabular_rows,dense_tabular_rows,"The document displays structured data in multiple rows with repeated column-like entries, characteristic of a tabular format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 005502.png
2026-08-01T18:34:03.621023+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 090808.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows of entries, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 090808.png
2026-08-01T18:34:03.621592+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 134501.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured table with multiple repeating columns for records, characteristic of a register.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 134501.png
2026-08-01T18:34:03.622100+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 150239.png,dense_tabular_rows,dense_tabular_rows,"The document displays structured information in a fixed layout, characteristic of a record or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 150239.png
2026-08-01T18:34:03.622633+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 163555.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 163555.png
2026-08-01T18:34:03.623197+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 164952.png,dense_tabular_rows,dense_tabular_rows,"The image displays a passenger manifest with many repeated rows, each detailing information for a different person.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 164952.png
2026-08-01T18:34:03.623822+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 170519.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows with repeated column structures, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 170519.png
2026-08-01T18:34:03.624396+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 170706.png,dense_tabular_rows,dense_tabular_rows,The image displays multiple lines of handwritten entries suggesting a repetitive tabular structure.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 170706.png
2026-08-01T18:34:03.624905+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 172239.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of entries with consistent column structures, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 172239.png
2026-08-01T18:34:03.625439+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 203951.png,dense_tabular_rows,dense_tabular_rows,"The image consists of multiple lines of names arranged in a repeating, list-like structure characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 203951.png
2026-08-01T18:34:03.625993+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 205058.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows with similar structured entries, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-09 205058.png
2026-08-01T18:34:03.626531+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-10 005518.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple distinct entries structured in a repeating column format, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-10 005518.png
2026-08-01T18:34:03.627065+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-10 023640.png,dense_tabular_rows,dense_tabular_rows,"The image displays structured data in a columnar format, suggesting repeated rows of information.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-10 023640.png
2026-08-01T18:34:03.627772+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-10 041545.png,dense_tabular_rows,dense_tabular_rows,"The image displays repeated entries structured in columns, characteristic of a tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-10 041545.png
2026-08-01T18:34:03.628402+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-10 130222.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured table with repeated rows of data, characteristic of a census or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-10 130222.png
2026-08-01T18:34:03.628948+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 150812.png,dense_tabular_rows,dense_tabular_rows,The image displays multiple lines of entries suggesting a repeating structure typical of a manifest or census page.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 150812.png
2026-08-01T18:34:03.629685+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 151243.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows of data structured in a fixed column layout, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 151243.png
2026-08-01T18:34:03.630433+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 151410.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of entries, suggesting a repeating tabular structure like a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 151410.png
2026-08-01T18:34:03.631217+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 151737.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeating rows of data, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 151737.png
2026-08-01T18:34:03.631801+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 152041.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 152041.png
2026-08-01T18:34:03.632351+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 180736.png,dense_tabular_rows,dense_tabular_rows,"The document consists of multiple file entries referencing examinations, suggesting a repetitive, structured list format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 180736.png
2026-08-01T18:34:03.632955+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-11 183947.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous lines of handwritten entries arranged in a columnar format, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-11 183947.png
2026-08-01T18:34:03.633514+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 012236.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple distinct entries structured in a repeating, columnar format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 012236.png
2026-08-01T18:34:03.634079+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 144956.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple sequential entries structured in a repeating column format, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 144956.png
2026-08-01T18:34:03.634659+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 163305.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple rows of data structured in a fixed column layout, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 163305.png
2026-08-01T18:34:03.635222+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 163718.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple entries in a fixed column layout, characteristic of a dense tabular record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 163718.png
2026-08-01T18:34:03.635765+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 190532.png,dense_tabular_rows,dense_tabular_rows,"The document consists of two entries structured in a repeating, columnar format typical of manifests or lists.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 190532.png
2026-08-01T18:34:03.636362+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 193604.png,dense_tabular_rows,dense_tabular_rows,"The document consists of multiple file entries structured in a repeating, list-like format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 193604.png
2026-08-01T18:34:03.667913+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 194706.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple lines of data structured in repeating columns, characteristic of a manifest or census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 194706.png
2026-08-01T18:34:03.668850+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 211152.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple file entries with associated descriptive text, suggesting a structured list format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 211152.png
2026-08-01T18:34:03.669398+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 230232.png,dense_tabular_rows,dense_tabular_rows,"The image displays file entries with associated descriptive text, suggesting a structured, repetitive record format.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 230232.png
2026-08-01T18:34:03.669989+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 233245.png,dense_tabular_rows,dense_tabular_rows,"The image displays a list structure with repeated rows, characteristic of a manifest or tabular data.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-12 233245.png
2026-08-01T18:34:03.670561+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 082043.png,dense_tabular_rows,dense_tabular_rows,The image displays a structured table with repeated rows detailing different lifestyle choices and usage quantities.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-13 082043.png
2026-08-01T18:34:03.671060+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 082510.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured form with multiple labeled rows intended for data entry, characteristic of a tabular structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-13 082510.png
2026-08-01T18:34:03.671581+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 082732.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured table with repeated rows, characteristic of a census page or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-13 082732.png
2026-08-01T18:34:03.672087+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-14 151602.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structured table with many repeated rows, characteristic of a manifest or census data.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-14 151602.png
2026-08-01T18:34:03.672624+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-17 002617.png,dense_tabular_rows,dense_tabular_rows,"The image displays structured technical specifications in a repeating, columnar format typical of system data.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-17 002617.png
2026-08-01T18:34:03.673315+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-17 010000.png,dense_tabular_rows,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-17 010000.png
2026-08-01T18:34:03.674068+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-19 232520.png,dense_tabular_rows,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-19 232520.png
2026-08-01T18:34:03.674758+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-19 234715.png,dense_tabular_rows,dense_tabular_rows,"The image displays a structure with multiple columns intended for repeated entries, characteristic of a census or manifest.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\dense_tabular_rows\Screenshot 2026-06-19 234715.png
2026-08-01T18:34:03.675483+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 223046.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, continuous handwritten script without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-05-28 223046.png
2026-08-01T18:34:03.676096+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 223950.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, continuous handwritten script without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-05-28 223950.png
2026-08-01T18:34:03.676914+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 033755.png,handwritten_ledger,handwritten_ledger,The image consists of handwritten entries in a linear format without a clear printed form structure.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-05-29 033755.png
2026-08-01T18:34:03.677475+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 183957.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, unstructured handwritten script without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-06-09 183957.png
2026-08-01T18:34:03.723196+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 210004.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, flowing handwriting without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-06-09 210004.png
2026-08-01T18:34:03.723924+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 210025.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, continuous handwriting without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-06-09 210025.png
2026-08-01T18:34:03.724558+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-12 163038.png,handwritten_ledger,handwritten_ledger,"The image consists of dense, handwritten entries without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-06-12 163038.png
2026-08-01T18:34:03.725167+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-15 210210.png,handwritten_ledger,handwritten_ledger,"The image consists of a single handwritten signature and title, fitting the description of a dense handwritten record without a clear printed form structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\handwritten_ledger\Screenshot 2026-06-15 210210.png
2026-08-01T18:34:03.725804+00:00,J:\Genealogy\genealogy_pipeline\data\working\oocihm.lac_reel_c10296.517(1).jpg,printed_document,printed_document,"The document is a typed official statement with a few labeled fields, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\oocihm.lac_reel_c10296.517(1).jpg
2026-08-01T18:34:03.726359+00:00,J:\Genealogy\genealogy_pipeline\data\working\oocihm.lac_reel_c10610.351.jpg,printed_document,printed_document,"The image consists of typed prose, which fits the description of a printed document.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\oocihm.lac_reel_c10610.351.jpg
2026-08-01T18:34:03.726906+00:00,J:\Genealogy\genealogy_pipeline\data\working\oocihm.lac_reel_c10639.547(1).jpg,printed_document,printed_document,"The image contains typed prose, characteristic of a letter, without a repeating tabular structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\oocihm.lac_reel_c10639.547(1).jpg
2026-08-01T18:34:03.727550+00:00,J:\Genealogy\genealogy_pipeline\data\working\oocihm.lac_reel_c4726.101(1).jpg,printed_document,printed_document,"The image is a typed form with a handful of labeled fields, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\oocihm.lac_reel_c4726.101(1).jpg
2026-08-01T18:34:03.749662+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 122534.png,printed_document,printed_document,"The image displays a single entry with a name and dates, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 122534.png
2026-08-01T18:34:03.750443+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 135133.png,printed_document,printed_document,The image contains biographical information about a single person in a printed format without repeating rows.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 135133.png
2026-08-01T18:34:03.751046+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 223251.png,printed_document,printed_document,The image contains printed text that does not exhibit the repetitive row structure characteristic of a dense tabular document.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-05 223251.png
2026-08-01T18:34:03.751688+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 000656.png,printed_document,printed_document,The text is typed prose describing an individual's life events and biographical details.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 000656.png
2026-08-01T18:34:03.752322+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 235807.png,printed_document,printed_document,"The image consists of continuous typed prose, fitting the description of a printed document.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-05 235807.png
2026-08-01T18:34:03.752862+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 013137.png,printed_document,printed_document,The image consists of typed prose without a repeating tabular structure or complex visual elements.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 013137.png
2026-08-01T18:34:03.753482+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 080110.png,printed_document,printed_document,"The image contains typed prose describing historical information, fitting the definition of a printed document.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 080110.png
2026-08-01T18:34:03.754026+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 183130.png,printed_document,printed_document,"The image displays citation details and associated facts, which is a single-entity form with labeled fields, fitting the printed document category.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 183130.png
2026-08-01T18:34:03.754650+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 183233.png,printed_document,printed_document,"The image displays a single-entity record with a handful of labeled fields, characteristic of a printed document like a marriage record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 183233.png
2026-08-01T18:34:03.755176+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 202709.png,printed_document,printed_document,The image displays a genealogy interface with single-entity record views rather than repeated tabular data.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 202709.png
2026-08-01T18:34:03.755778+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 204820.png,printed_document,printed_document,"The image displays a single record with a handful of labeled fields, characteristic of a single-entity form like a marriage record.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 204820.png
2026-08-01T18:34:03.756289+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 205247.png,printed_document,printed_document,"This document presents a handful of facts about one person using a form-like layout, characteristic of a printed document.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 205247.png
2026-08-01T18:34:03.756850+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 222835.png,printed_document,printed_document,"This document presents a handful of facts about one person once, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 222835.png
2026-08-01T18:34:03.757466+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 222929.png,printed_document,printed_document,"The document presents a handful of facts about one person using a labeled field structure, characteristic of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 222929.png
2026-08-01T18:34:03.758412+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 082058.png,printed_document,printed_document,"This is a single-entity form with a handful of labeled fields, characteristic of a printed document like a marriage index entry.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-05 082058.png
2026-08-01T18:34:03.759084+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 205516.png,printed_document,printed_document,"The image displays structured text in a printed format, resembling a gazette or official publication, without repeating rows of data.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-05 205516.png
2026-08-01T18:34:03.759591+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 184424.png,printed_document,printed_document,"The input is a string of location data, which is classified as printed text without a tabular or complex structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-06 184424.png
2026-08-01T18:34:03.760189+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 022312.png,printed_document,printed_document,The image consists of typed prose without a repeating tabular structure or complex layout.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-09 022312.png
2026-08-01T18:34:03.760703+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 124300.png,printed_document,printed_document,The document presents a handful of facts about one person using labeled fields rather than repeating rows of data.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 124300.png
2026-08-01T18:34:03.761309+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 130330.png,printed_document,printed_document,"The image displays structured biographical information about individuals in a form-like layout, not repeating rows.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 130330.png
2026-08-01T18:34:03.761845+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 134456.png,printed_document,printed_document,"The image appears to be a printed document, likely a historical record or certificate, with a single entity's information.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 134456.png
2026-08-01T18:34:03.762355+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 164753.png,printed_document,printed_document,"The image displays structured relationship information about individuals, fitting the description of a single-entity form with labeled fields.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-03 164753.png
2026-08-01T18:34:03.763129+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-04 023218.png,printed_document,printed_document,The image contains typed prose resembling an article or news clipping without a repeating tabular structure.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-04 023218.png
2026-08-01T18:34:03.763650+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 001905.png,printed_document,printed_document,"The image contains substantial typed prose, characteristic of a letter or article, without a repeating tabular structure.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-07 001905.png
2026-08-01T18:34:03.764174+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 072654.png,printed_document,printed_document,"The image contains biographical text about an individual, fitting the description of printed prose or a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 072654.png
2026-08-01T18:34:03.764693+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 075936.png,printed_document,printed_document,The document presents a handful of facts about one person using a single-entity form structure.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 075936.png
2026-08-01T18:34:03.765203+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 081027.png,printed_document,printed_document,"The document appears to be a record with a handful of specific, non-repeated fields, characteristic of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 081027.png
2026-08-01T18:34:03.765724+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 081326.png,printed_document,printed_document,"This is a summary record with a handful of facts about one entity, fitting the definition of a printed document.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 081326.png
2026-08-01T18:34:03.766216+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 082537.png,printed_document,printed_document,This document presents a handful of facts about a single entity rather than repeating rows of data.,J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 082537.png
2026-08-01T18:34:03.766779+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 083013.png,printed_document,printed_document,"The image displays structured biographical information for a single individual, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 083013.png
2026-08-01T18:34:03.767385+00:00,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 083303.png,printed_document,printed_document,"The image displays citation details and biographical facts about a single individual, fitting the description of a single-entity form.",J:\Genealogy\genealogy_pipeline\data\pending_prune_review\printed_document\Screenshot 2026-05-08 083303.png
